month,state,ev_network,stations_opened,ports_opened,dc_fast_opened,level2_opened,cumulative_stations,cumulative_ports
1995-08-01 00:00:00+00,CA,Non-Networked,1,8,0,8,1,8
1997-07-01 00:00:00+00,CA,Non-Networked,1,1,0,1,2,9
1997-08-01 00:00:00+00,CA,Non-Networked,3,10,0,10,5,19
1998-05-01 00:00:00+00,CA,Non-Networked,3,16,0,15,8,35
1998-06-01 00:00:00+00,CA,Non-Networked,6,33,0,33,14,68
1998-07-01 00:00:00+00,CA,Non-Networked,1,1,0,1,15,69
1999-10-01 00:00:00+00,CA,Non-Networked,1,16,4,12,16,85
2000-04-01 00:00:00+00,CA,Non-Networked,3,11,0,11,19,96
2002-01-01 00:00:00+00,CA,Non-Networked,5,11,0,11,24,107
2002-02-01 00:00:00+00,CA,Non-Networked,1,1,0,1,25,108
2002-05-01 00:00:00+00,CA,Non-Networked,6,26,0,22,31,134
2004-05-01 00:00:00+00,CA,Non-Networked,3,8,0,7,34,142
2004-06-01 00:00:00+00,CA,Non-Networked,9,24,0,22,43,166
2004-07-01 00:00:00+00,CA,Non-Networked,1,1,0,1,44,167
2005-07-01 00:00:00+00,CA,Non-Networked,3,9,0,9,47,176
2006-07-01 00:00:00+00,CA,Blink Network,1,5,0,5,48,181
2006-08-01 00:00:00+00,CA,Non-Networked,1,1,0,1,49,182
2008-12-01 00:00:00+00,CA,Non-Networked,13,64,0,50,62,246
2009-06-01 00:00:00+00,CA,Non-Networked,1,1,0,1,63,247
2010-04-01 00:00:00+00,CA,Non-Networked,1,1,0,1,64,248
2010-11-01 00:00:00+00,CA,Non-Networked,2,17,2,15,66,265
2011-02-01 00:00:00+00,CA,Non-Networked,2,26,0,22,68,291
2011-03-01 00:00:00+00,CA,Non-Networked,28,69,22,46,96,360
2011-05-01 00:00:00+00,CA,Non-Networked,2,2,0,2,98,362
2011-07-01 00:00:00+00,CA,Non-Networked,1,51,0,0,99,413
2011-08-01 00:00:00+00,CA,Non-Networked,2,4,0,4,101,417
2011-10-01 00:00:00+00,CA,Blink Network,1,2,0,2,103,420
2011-10-01 00:00:00+00,CA,Non-Networked,1,1,0,1,103,420
2011-11-01 00:00:00+00,CA,Blink Network,3,17,0,17,106,437
2011-12-01 00:00:00+00,CA,Non-Networked,1,2,0,2,108,454
2011-12-01 00:00:00+00,CA,Blink Network,1,15,0,15,108,454
2012-01-01 00:00:00+00,CA,Non-Networked,7,17,2,15,118,497
2012-01-01 00:00:00+00,CA,Blink Network,3,26,0,26,118,497
2012-02-01 00:00:00+00,CA,Non-Networked,3,7,0,7,130,549
2012-02-01 00:00:00+00,CA,Blink Network,9,45,0,45,130,549
2012-03-01 00:00:00+00,CA,Blink Network,1,8,0,8,132,558
2012-03-01 00:00:00+00,CA,ChargePoint Network,1,1,0,1,132,558
2012-04-01 00:00:00+00,CA,Non-Networked,3,17,0,8,140,618
2012-04-01 00:00:00+00,CA,POWERFLEX,1,15,0,15,140,618
2012-04-01 00:00:00+00,CA,Blink Network,4,28,0,28,140,618
2012-05-01 00:00:00+00,CA,Non-Networked,2,3,0,3,145,628
2012-05-01 00:00:00+00,CA,Blink Network,2,6,0,6,145,628
2012-05-01 00:00:00+00,CA,ChargePoint Network,1,1,0,1,145,628
2012-06-01 00:00:00+00,CA,Non-Networked,5,17,1,16,151,646
2012-06-01 00:00:00+00,CA,IN_CHARGE,1,1,1,0,151,646
2012-07-01 00:00:00+00,CA,Non-Networked,5,76,0,76,158,733
2012-07-01 00:00:00+00,CA,Blink Network,2,11,0,11,158,733
2012-08-01 00:00:00+00,CA,ChargePoint Network,1,2,0,2,164,757
2012-08-01 00:00:00+00,CA,Non-Networked,5,22,0,22,164,757
2012-10-01 00:00:00+00,CA,Non-Networked,3,8,0,8,167,765
2012-11-01 00:00:00+00,CA,Blink Network,2,13,0,13,173,808
2012-11-01 00:00:00+00,CA,Non-Networked,2,10,0,10,173,808
2012-11-01 00:00:00+00,CA,Tesla,2,20,20,0,173,808
2012-12-01 00:00:00+00,CA,Non-Networked,4,8,0,8,177,816
2013-01-01 00:00:00+00,CA,Non-Networked,4,40,0,40,181,856
2013-02-01 00:00:00+00,CA,Blink Network,3,10,0,10,191,880
2013-02-01 00:00:00+00,CA,Non-Networked,7,14,0,14,191,880
2013-03-01 00:00:00+00,CA,Non-Networked,18,65,0,65,213,952
2013-03-01 00:00:00+00,CA,Tesla Destination,1,2,0,2,213,952
2013-03-01 00:00:00+00,CA,eVgo Network,1,1,1,0,213,952
2013-03-01 00:00:00+00,CA,Blink Network,2,4,0,4,213,952
2013-04-01 00:00:00+00,CA,eVgo Network,1,1,1,0,220,975
2013-04-01 00:00:00+00,CA,Blink Network,4,15,0,15,220,975
2013-04-01 00:00:00+00,CA,Non-Networked,2,7,0,5,220,975
2013-05-01 00:00:00+00,CA,Non-Networked,3,8,0,8,223,983
2013-06-01 00:00:00+00,CA,Tesla,8,118,118,0,232,1102
2013-06-01 00:00:00+00,CA,Non-Networked,1,1,0,1,232,1102
2013-07-01 00:00:00+00,CA,Non-Networked,8,90,40,38,240,1192
2013-08-01 00:00:00+00,CA,Blink Network,1,2,0,2,250,1254
2013-08-01 00:00:00+00,CA,eVgo Network,1,3,2,1,250,1254
2013-08-01 00:00:00+00,CA,Non-Networked,8,57,0,41,250,1254
2013-09-01 00:00:00+00,CA,Non-Networked,6,9,0,8,257,1265
2013-09-01 00:00:00+00,CA,ChargePoint Network,1,2,0,2,257,1265
2013-10-01 00:00:00+00,CA,Non-Networked,1,6,1,5,260,1283
2013-10-01 00:00:00+00,CA,Tesla,2,12,12,0,260,1283
2013-11-01 00:00:00+00,CA,eVgo Network,1,2,2,0,266,1291
2013-11-01 00:00:00+00,CA,Non-Networked,5,6,0,6,266,1291
2013-12-01 00:00:00+00,CA,Tesla,1,16,16,0,276,1357
2013-12-01 00:00:00+00,CA,Non-Networked,3,33,0,33,276,1357
2013-12-01 00:00:00+00,CA,eVgo Network,2,4,4,0,276,1357
2013-12-01 00:00:00+00,CA,Blink Network,4,13,0,13,276,1357
2014-01-01 00:00:00+00,CA,eVgo Network,1,2,2,0,282,1456
2014-01-01 00:00:00+00,CA,POWERFLEX,1,40,0,40,282,1456
2014-01-01 00:00:00+00,CA,ChargePoint Network,1,2,0,2,282,1456
2014-01-01 00:00:00+00,CA,Non-Networked,3,55,0,55,282,1456
2014-02-01 00:00:00+00,CA,Non-Networked,3,13,0,13,288,1475
2014-02-01 00:00:00+00,CA,Tesla Destination,3,6,0,6,288,1475
2014-03-01 00:00:00+00,CA,ChargePoint Network,1,2,0,2,297,1534
2014-03-01 00:00:00+00,CA,eVgo Network,1,2,2,0,297,1534
2014-03-01 00:00:00+00,CA,Tesla Destination,2,3,0,3,297,1534
2014-03-01 00:00:00+00,CA,Blink Network,2,28,0,28,297,1534
2014-03-01 00:00:00+00,CA,Non-Networked,3,24,0,24,297,1534
2014-04-01 00:00:00+00,CA,Blink Network,2,5,0,5,308,1565
2014-04-01 00:00:00+00,CA,Non-Networked,3,6,1,5,308,1565
2014-04-01 00:00:00+00,CA,Tesla Destination,4,9,0,9,308,1565
2014-04-01 00:00:00+00,CA,eVgo Network,1,4,2,2,308,1565
2014-04-01 00:00:00+00,CA,Tesla,1,7,7,0,308,1565
2014-05-01 00:00:00+00,CA,Blink Network,1,4,0,4,320,1603
2014-05-01 00:00:00+00,CA,Tesla,1,7,7,0,320,1603
2014-05-01 00:00:00+00,CA,Non-Networked,2,6,0,6,320,1603
2014-05-01 00:00:00+00,CA,Tesla Destination,8,21,0,21,320,1603
2014-06-01 00:00:00+00,CA,POWERFLEX,1,3,0,3,323,1611
2014-06-01 00:00:00+00,CA,Tesla Destination,2,5,0,5,323,1611
2014-07-01 00:00:00+00,CA,Tesla Destination,7,15,0,15,333,1631
2014-07-01 00:00:00+00,CA,Non-Networked,3,5,1,4,333,1631
2014-08-01 00:00:00+00,CA,POWERFLEX,11,196,18,178,359,1873
2014-08-01 00:00:00+00,CA,Tesla Destination,10,26,0,26,359,1873
2014-08-01 00:00:00+00,CA,Non-Networked,2,5,0,5,359,1873
2014-08-01 00:00:00+00,CA,Tesla,1,11,11,0,359,1873
2014-08-01 00:00:00+00,CA,Blink Network,2,4,0,4,359,1873
2014-09-01 00:00:00+00,CA,OpConnect,1,4,0,4,374,1909
2014-09-01 00:00:00+00,CA,Blink Network,2,6,0,6,374,1909
2014-09-01 00:00:00+00,CA,Tesla Destination,5,16,0,16,374,1909
2014-09-01 00:00:00+00,CA,ChargePoint Network,1,1,0,1,374,1909
2014-09-01 00:00:00+00,CA,Non-Networked,4,6,1,4,374,1909
2014-09-01 00:00:00+00,CA,eVgo Network,2,3,2,1,374,1909
2014-10-01 00:00:00+00,CA,Tesla Destination,13,53,0,53,396,2098
2014-10-01 00:00:00+00,CA,ChargePoint Network,1,1,0,1,396,2098
2014-10-01 00:00:00+00,CA,Tesla,2,66,66,0,396,2098
2014-10-01 00:00:00+00,CA,Non-Networked,2,4,1,3,396,2098
2014-10-01 00:00:00+00,CA,POWERFLEX,4,65,0,65,396,2098
2014-11-01 00:00:00+00,CA,Blink Network,3,10,0,10,410,2147
2014-11-01 00:00:00+00,CA,Tesla Destination,11,39,0,39,410,2147
2014-12-01 00:00:00+00,CA,EVCS,1,4,0,4,426,2193
2014-12-01 00:00:00+00,CA,Tesla Destination,9,23,0,23,426,2193
2014-12-01 00:00:00+00,CA,Blink Network,1,3,0,3,426,2193
2014-12-01 00:00:00+00,CA,Non-Networked,5,16,0,6,426,2193
2015-01-01 00:00:00+00,CA,OpConnect,2,4,0,4,455,2323
2015-01-01 00:00:00+00,CA,Tesla Destination,20,48,0,48,455,2323
2015-01-01 00:00:00+00,CA,Blink Network,3,10,0,10,455,2323
2015-01-01 00:00:00+00,CA,Tesla,4,68,68,0,455,2323
2015-02-01 00:00:00+00,CA,Tesla Destination,10,33,0,33,477,2458
2015-02-01 00:00:00+00,CA,Tesla,6,80,80,0,477,2458
2015-02-01 00:00:00+00,CA,Non-Networked,4,19,0,17,477,2458
2015-02-01 00:00:00+00,CA,Blink Network,1,1,0,1,477,2458
2015-02-01 00:00:00+00,CA,AMPUP,1,2,0,2,477,2458
2015-03-01 00:00:00+00,CA,Non-Networked,1,2,0,2,496,2524
2015-03-01 00:00:00+00,CA,Tesla Destination,16,42,0,42,496,2524
2015-03-01 00:00:00+00,CA,Tesla,2,22,22,0,496,2524
2015-04-01 00:00:00+00,CA,Non-Networked,10,28,0,28,544,2669
2015-04-01 00:00:00+00,CA,Blink Network,2,4,0,4,544,2669
2015-04-01 00:00:00+00,CA,Tesla,2,20,20,0,544,2669
2015-04-01 00:00:00+00,CA,Tesla Destination,25,61,0,61,544,2669
2015-04-01 00:00:00+00,CA,POWERFLEX,1,7,0,7,544,2669
2015-04-01 00:00:00+00,CA,EV Connect,1,4,0,4,544,2669
2015-04-01 00:00:00+00,CA,eVgo Network,7,21,14,7,544,2669
2015-05-01 00:00:00+00,CA,Non-Networked,1,6,0,6,566,2735
2015-05-01 00:00:00+00,CA,Tesla Destination,20,44,0,44,566,2735
2015-05-01 00:00:00+00,CA,Tesla,1,16,16,0,566,2735
2015-06-01 00:00:00+00,CA,Tesla Destination,20,50,0,50,595,2831
2015-06-01 00:00:00+00,CA,Tesla,1,6,6,0,595,2831
2015-06-01 00:00:00+00,CA,Blink Network,5,31,0,31,595,2831
2015-06-01 00:00:00+00,CA,Non-Networked,3,9,0,8,595,2831
2015-07-01 00:00:00+00,CA,Tesla Destination,10,17,0,17,608,2864
2015-07-01 00:00:00+00,CA,Non-Networked,2,4,0,3,608,2864
2015-07-01 00:00:00+00,CA,Blink Network,1,12,0,12,608,2864
2015-08-01 00:00:00+00,CA,Non-Networked,4,7,0,7,632,2925
2015-08-01 00:00:00+00,CA,Tesla Destination,17,45,0,45,632,2925
2015-08-01 00:00:00+00,CA,Blink Network,3,9,0,9,632,2925
2015-09-01 00:00:00+00,CA,ChargePoint Network,1,2,0,2,651,2984
2015-09-01 00:00:00+00,CA,Blink Network,5,22,0,22,651,2984
2015-09-01 00:00:00+00,CA,Tesla Destination,13,35,0,35,651,2984
2015-10-01 00:00:00+00,CA,eVgo Network,1,3,2,1,668,3028
2015-10-01 00:00:00+00,CA,Blink Network,1,3,0,3,668,3028
2015-10-01 00:00:00+00,CA,Tesla Destination,15,38,0,38,668,3028
2015-11-01 00:00:00+00,CA,Tesla Destination,13,27,0,27,686,3101
2015-11-01 00:00:00+00,CA,Blink Network,2,15,0,15,686,3101
2015-11-01 00:00:00+00,CA,eVgo Network,1,3,2,1,686,3101
2015-11-01 00:00:00+00,CA,Tesla,2,28,28,0,686,3101
2015-12-01 00:00:00+00,CA,Tesla Destination,9,18,0,18,698,3145
2015-12-01 00:00:00+00,CA,Blink Network,1,4,0,4,698,3145
2015-12-01 00:00:00+00,CA,Tesla,2,22,22,0,698,3145
2016-01-01 00:00:00+00,CA,SHELL_RECHARGE,1,2,2,0,721,3231
2016-01-01 00:00:00+00,CA,Non-Networked,4,43,5,38,721,3231
2016-01-01 00:00:00+00,CA,Tesla,1,8,8,0,721,3231
2016-01-01 00:00:00+00,CA,Tesla Destination,15,27,0,27,721,3231
2016-01-01 00:00:00+00,CA,eVgo Network,2,6,4,2,721,3231
2016-02-01 00:00:00+00,CA,SHELL_RECHARGE,1,4,4,0,745,3313
2016-02-01 00:00:00+00,CA,Non-Networked,7,21,1,20,745,3313
2016-02-01 00:00:00+00,CA,Tesla Destination,14,37,0,37,745,3313
2016-02-01 00:00:00+00,CA,Tesla,2,20,20,0,745,3313
2016-03-01 00:00:00+00,CA,ChargePoint Network,1,2,1,1,767,3376
2016-03-01 00:00:00+00,CA,Tesla Destination,12,38,0,38,767,3376
2016-03-01 00:00:00+00,CA,Blink Network,5,12,0,12,767,3376
2016-03-01 00:00:00+00,CA,Non-Networked,4,11,1,10,767,3376
2016-04-01 00:00:00+00,CA,Tesla Destination,10,24,0,24,782,3412
2016-04-01 00:00:00+00,CA,Non-Networked,1,2,0,2,782,3412
2016-04-01 00:00:00+00,CA,OpConnect,2,7,0,7,782,3412
2016-04-01 00:00:00+00,CA,eVgo Network,1,2,2,0,782,3412
2016-04-01 00:00:00+00,CA,Blink Network,1,1,0,1,782,3412
2016-05-01 00:00:00+00,CA,Blink Network,1,3,0,3,795,3451
2016-05-01 00:00:00+00,CA,Tesla Destination,9,23,0,23,795,3451
2016-05-01 00:00:00+00,CA,Tesla,1,10,10,0,795,3451
2016-05-01 00:00:00+00,CA,Non-Networked,2,3,0,3,795,3451
2016-06-01 00:00:00+00,CA,Blink Network,4,19,0,19,810,3489
2016-06-01 00:00:00+00,CA,Non-Networked,6,9,1,8,810,3489
2016-06-01 00:00:00+00,CA,Tesla Destination,5,10,0,10,810,3489
2016-07-01 00:00:00+00,CA,Tesla,1,12,12,0,823,3544
2016-07-01 00:00:00+00,CA,Non-Networked,1,4,0,4,823,3544
2016-07-01 00:00:00+00,CA,POWERFLEX,3,16,0,16,823,3544
2016-07-01 00:00:00+00,CA,Tesla Destination,6,15,0,15,823,3544
2016-07-01 00:00:00+00,CA,Blink Network,2,8,0,8,823,3544
2016-08-01 00:00:00+00,CA,eVgo Network,2,3,3,0,840,3628
2016-08-01 00:00:00+00,CA,Non-Networked,1,3,0,3,840,3628
2016-08-01 00:00:00+00,CA,Blink Network,3,14,0,14,840,3628
2016-08-01 00:00:00+00,CA,Tesla Destination,9,26,0,26,840,3628
2016-08-01 00:00:00+00,CA,Tesla,2,38,38,0,840,3628
2016-09-01 00:00:00+00,CA,Blink Network,2,6,0,6,857,3671
2016-09-01 00:00:00+00,CA,Tesla,1,6,6,0,857,3671
2016-09-01 00:00:00+00,CA,Non-Networked,5,8,1,7,857,3671
2016-09-01 00:00:00+00,CA,Tesla Destination,9,23,0,23,857,3671
2016-10-01 00:00:00+00,CA,Blink Network,1,2,0,2,870,3713
2016-10-01 00:00:00+00,CA,Tesla Destination,11,30,0,30,870,3713
2016-10-01 00:00:00+00,CA,Tesla,1,10,10,0,870,3713
2016-11-01 00:00:00+00,CA,Tesla Destination,11,33,0,33,884,3766
2016-11-01 00:00:00+00,CA,Blink Network,3,20,0,20,884,3766
2016-12-01 00:00:00+00,CA,Tesla Destination,11,26,0,26,900,3827
2016-12-01 00:00:00+00,CA,Blink Network,1,2,0,2,900,3827
2016-12-01 00:00:00+00,CA,eVgo Network,2,3,3,0,900,3827
2016-12-01 00:00:00+00,CA,Tesla,1,8,8,0,900,3827
2016-12-01 00:00:00+00,CA,Non-Networked,1,22,0,0,900,3827
2017-01-01 00:00:00+00,CA,Blink Network,1,8,0,8,927,3887
2017-01-01 00:00:00+00,CA,EV Connect,2,8,0,8,927,3887
2017-01-01 00:00:00+00,CA,Tesla Destination,11,23,0,23,927,3887
2017-01-01 00:00:00+00,CA,Tesla,1,7,7,0,927,3887
2017-01-01 00:00:00+00,CA,Non-Networked,12,14,0,13,927,3887
2017-02-01 00:00:00+00,CA,Non-Networked,7,25,0,25,939,3927
2017-02-01 00:00:00+00,CA,Tesla Destination,4,8,0,8,939,3927
2017-02-01 00:00:00+00,CA,Blink Network,1,7,0,7,939,3927
2017-03-01 00:00:00+00,CA,Tesla Destination,10,31,0,31,952,3965
2017-03-01 00:00:00+00,CA,Blink Network,1,4,0,4,952,3965
2017-03-01 00:00:00+00,CA,Non-Networked,2,3,0,3,952,3965
2017-04-01 00:00:00+00,CA,EV Connect,1,2,0,2,975,4029
2017-04-01 00:00:00+00,CA,Tesla Destination,18,48,0,48,975,4029
2017-04-01 00:00:00+00,CA,Non-Networked,3,12,0,12,975,4029
2017-04-01 00:00:00+00,CA,ChargePoint Network,1,2,0,2,975,4029
2017-05-01 00:00:00+00,CA,Tesla Destination,7,15,0,15,985,4051
2017-05-01 00:00:00+00,CA,Blink Network,2,5,0,5,985,4051
2017-05-01 00:00:00+00,CA,ChargePoint Network,1,2,0,2,985,4051
2017-06-01 00:00:00+00,CA,Tesla Destination,5,8,0,8,996,4108
2017-06-01 00:00:00+00,CA,Non-Networked,4,41,14,27,996,4108
2017-06-01 00:00:00+00,CA,Blink Network,2,8,0,8,996,4108
2017-07-01 00:00:00+00,CA,Tesla Destination,11,53,0,53,1009,4165
2017-07-01 00:00:00+00,CA,Non-Networked,2,4,0,4,1009,4165
2017-08-01 00:00:00+00,CA,Blink Network,2,15,0,15,1021,4207
2017-08-01 00:00:00+00,CA,Tesla Destination,10,27,0,27,1021,4207
2017-09-01 00:00:00+00,CA,Blink Network,4,14,0,14,1035,4264
2017-09-01 00:00:00+00,CA,Tesla,1,14,14,0,1035,4264
2017-09-01 00:00:00+00,CA,Tesla Destination,9,29,0,29,1035,4264
2017-10-01 00:00:00+00,CA,Non-Networked,1,2,0,2,1056,4331
2017-10-01 00:00:00+00,CA,Blink Network,1,10,0,10,1056,4331
2017-10-01 00:00:00+00,CA,Tesla Destination,19,55,0,55,1056,4331
2017-11-01 00:00:00+00,CA,POWERFLEX,2,40,0,40,1078,4442
2017-11-01 00:00:00+00,CA,Non-Networked,8,25,1,24,1078,4442
2017-11-01 00:00:00+00,CA,Tesla Destination,11,42,0,42,1078,4442
2017-11-01 00:00:00+00,CA,Blink Network,1,4,0,4,1078,4442
2017-12-01 00:00:00+00,CA,ChargePoint Network,3,6,0,6,1092,4480
2017-12-01 00:00:00+00,CA,Tesla Destination,10,31,0,31,1092,4480
2017-12-01 00:00:00+00,CA,Non-Networked,1,1,0,1,1092,4480
2018-01-01 00:00:00+00,CA,POWERFLEX,7,113,4,109,1109,4648
2018-01-01 00:00:00+00,CA,Tesla Destination,10,55,0,55,1109,4648
2018-02-01 00:00:00+00,CA,Blink Network,1,6,0,6,1125,4739
2018-02-01 00:00:00+00,CA,Tesla Destination,15,85,0,85,1125,4739
2018-03-01 00:00:00+00,CA,eVgo Network,68,186,157,29,1209,5002
2018-03-01 00:00:00+00,CA,Blink Network,3,7,0,7,1209,5002
2018-03-01 00:00:00+00,CA,Tesla Destination,10,36,0,36,1209,5002
2018-03-01 00:00:00+00,CA,Non-Networked,3,34,1,33,1209,5002
2018-04-01 00:00:00+00,CA,Non-Networked,6,15,0,15,1224,5051
2018-04-01 00:00:00+00,CA,EV Connect,1,12,0,12,1224,5051
2018-04-01 00:00:00+00,CA,Tesla Destination,7,20,0,20,1224,5051
2018-04-01 00:00:00+00,CA,Blink Network,1,2,0,2,1224,5051
2018-05-01 00:00:00+00,CA,Tesla Destination,16,70,0,70,1246,5155
2018-05-01 00:00:00+00,CA,Blink Network,5,33,0,33,1246,5155
2018-05-01 00:00:00+00,CA,ChargePoint Network,1,1,0,1,1246,5155
2018-06-01 00:00:00+00,CA,FLO,1,1,0,1,1270,5274
2018-06-01 00:00:00+00,CA,EVRANGE,1,31,7,24,1270,5274
2018-06-01 00:00:00+00,CA,eVgo Network,1,1,1,0,1270,5274
2018-06-01 00:00:00+00,CA,Tesla Destination,13,59,0,59,1270,5274
2018-06-01 00:00:00+00,CA,Blink Network,5,23,0,23,1270,5274
2018-06-01 00:00:00+00,CA,Non-Networked,3,4,0,4,1270,5274
2018-07-01 00:00:00+00,CA,Tesla Destination,6,22,0,22,1304,5850
2018-07-01 00:00:00+00,CA,Tesla,27,553,553,0,1304,5850
2018-07-01 00:00:00+00,CA,Blink Network,1,1,0,1,1304,5850
