month,state,ev_network,stations_opened,ports_opened,dc_fast_opened,level2_opened,cumulative_stations,cumulative_ports
2018-08-01 00:00:00+00,CA,Blink Network,1,3,0,3,1325,5940
2018-08-01 00:00:00+00,CA,eVgo Network,1,2,2,0,1325,5940
2018-08-01 00:00:00+00,CA,Tesla Destination,10,33,0,33,1325,5940
2018-08-01 00:00:00+00,CA,POWERFLEX,2,35,0,35,1325,5940
2018-08-01 00:00:00+00,CA,Non-Networked,6,9,0,9,1325,5940
2018-08-01 00:00:00+00,CA,EV Connect,1,8,0,8,1325,5940
2018-09-01 00:00:00+00,CA,eVgo Network,1,2,2,0,1350,5986
2018-09-01 00:00:00+00,CA,Non-Networked,16,21,0,21,1350,5986
2018-09-01 00:00:00+00,CA,Tesla Destination,6,18,0,18,1350,5986
2018-09-01 00:00:00+00,CA,Blink Network,2,5,0,5,1350,5986
2018-10-01 00:00:00+00,CA,Tesla Destination,6,20,0,20,1374,6110
2018-10-01 00:00:00+00,CA,Non-Networked,12,16,0,16,1374,6110
2018-10-01 00:00:00+00,CA,Electrify America,2,14,13,1,1374,6110
2018-10-01 00:00:00+00,CA,eVgo Network,1,2,2,0,1374,6110
2018-10-01 00:00:00+00,CA,Tesla,3,72,72,0,1374,6110
2018-11-01 00:00:00+00,CA,Tesla Destination,13,57,0,57,1394,6190
2018-11-01 00:00:00+00,CA,Non-Networked,3,3,0,3,1394,6190
2019-12-01 00:00:00+00,CA,Tesla,1,12,12,0,1745,8393
2018-11-01 00:00:00+00,CA,Blink Network,4,20,0,20,1394,6190
2018-12-01 00:00:00+00,CA,Non-Networked,2,8,4,4,1413,6456
2018-12-01 00:00:00+00,CA,Blink Network,3,7,0,7,1413,6456
2018-12-01 00:00:00+00,CA,eVgo Network,1,6,6,0,1413,6456
2018-12-01 00:00:00+00,CA,Tesla Destination,2,5,0,5,1413,6456
2018-12-01 00:00:00+00,CA,POWERFLEX,2,40,0,40,1413,6456
2018-12-01 00:00:00+00,CA,Tesla,9,200,200,0,1413,6456
2019-01-01 00:00:00+00,CA,Blink Network,2,5,0,5,1432,6523
2019-01-01 00:00:00+00,CA,ChargePoint Network,1,4,0,4,1432,6523
2019-01-01 00:00:00+00,CA,Non-Networked,12,48,0,48,1432,6523
2019-01-01 00:00:00+00,CA,Tesla Destination,4,10,0,10,1432,6523
2019-02-01 00:00:00+00,CA,EVGATEWAY,1,14,0,14,1471,6761
2019-02-01 00:00:00+00,CA,EV Connect,2,7,0,7,1471,6761
2019-02-01 00:00:00+00,CA,Blink Network,24,79,0,79,1471,6761
2019-02-01 00:00:00+00,CA,ChargePoint Network,1,1,0,1,1471,6761
2019-02-01 00:00:00+00,CA,Electrify America,1,4,4,0,1471,6761
2019-02-01 00:00:00+00,CA,Non-Networked,2,70,0,52,1471,6761
2019-02-01 00:00:00+00,CA,Tesla Destination,3,27,0,27,1471,6761
2019-02-01 00:00:00+00,CA,Tesla,2,26,26,0,1471,6761
2019-02-01 00:00:00+00,CA,eVgo Network,3,10,10,0,1471,6761
2019-03-01 00:00:00+00,CA,Tesla Destination,5,16,0,16,1501,6976
2019-03-01 00:00:00+00,CA,Non-Networked,2,5,0,5,1501,6976
2019-03-01 00:00:00+00,CA,Tesla,8,138,138,0,1501,6976
2019-03-01 00:00:00+00,CA,Blink Network,14,55,0,55,1501,6976
2019-03-01 00:00:00+00,CA,IN_CHARGE,1,1,1,0,1501,6976
2019-04-01 00:00:00+00,CA,Blink Network,1,6,0,6,1527,7105
2019-04-01 00:00:00+00,CA,Non-Networked,6,26,1,25,1527,7105
2019-04-01 00:00:00+00,CA,eVgo Network,1,2,2,0,1527,7105
2019-04-01 00:00:00+00,CA,Tesla Destination,4,11,0,11,1527,7105
2019-04-01 00:00:00+00,CA,EV Connect,13,82,0,82,1527,7105
2019-04-01 00:00:00+00,CA,OpConnect,1,2,0,2,1527,7105
2019-05-01 00:00:00+00,CA,EV Connect,1,4,0,4,1543,7160
2019-05-01 00:00:00+00,CA,Tesla Destination,4,17,0,17,1543,7160
2019-05-01 00:00:00+00,CA,Non-Networked,8,20,0,20,1543,7160
2019-05-01 00:00:00+00,CA,Electrify America,2,8,7,1,1543,7160
2019-05-01 00:00:00+00,CA,eVgo Network,1,6,6,0,1543,7160
2019-06-01 00:00:00+00,CA,eVgo Network,3,6,6,0,1557,7206
2019-06-01 00:00:00+00,CA,Tesla Destination,6,28,0,28,1557,7206
2019-06-01 00:00:00+00,CA,Blink Network,3,6,0,6,1557,7206
2019-06-01 00:00:00+00,CA,Non-Networked,1,2,0,2,1557,7206
2019-06-01 00:00:00+00,CA,Electrify America,1,4,3,1,1557,7206
2019-07-01 00:00:00+00,CA,Non-Networked,8,24,0,23,1586,7348
2019-07-01 00:00:00+00,CA,POWERFLEX,1,8,0,8,1586,7348
2019-07-01 00:00:00+00,CA,Blink Network,6,47,0,47,1586,7348
2019-07-01 00:00:00+00,CA,Electrify America,3,20,20,0,1586,7348
2019-07-01 00:00:00+00,CA,eVgo Network,5,19,19,0,1586,7348
2019-07-01 00:00:00+00,CA,Tesla Destination,4,18,0,18,1586,7348
2019-07-01 00:00:00+00,CA,EVGATEWAY,2,6,0,6,1586,7348
2019-08-01 00:00:00+00,CA,Tesla Destination,6,24,0,24,1609,7481
2019-08-01 00:00:00+00,CA,Blink Network,4,62,0,62,1609,7481
2019-08-01 00:00:00+00,CA,Non-Networked,4,17,4,1,1609,7481
2019-08-01 00:00:00+00,CA,Electrify America,3,16,14,2,1609,7481
2019-08-01 00:00:00+00,CA,eVgo Network,4,11,11,0,1609,7481
2019-08-01 00:00:00+00,CA,ChargePoint Network,2,3,0,3,1609,7481
2019-09-01 00:00:00+00,CA,Tesla Destination,5,28,0,28,1653,7916
2019-09-01 00:00:00+00,CA,Electrify America,4,16,14,2,1653,7916
2019-09-01 00:00:00+00,CA,Tesla,24,363,363,0,1653,7916
2019-09-01 00:00:00+00,CA,Non-Networked,4,11,0,11,1653,7916
2019-09-01 00:00:00+00,CA,eVgo Network,2,4,4,0,1653,7916
2019-09-01 00:00:00+00,CA,ChargePoint Network,2,2,2,0,1653,7916
2019-09-01 00:00:00+00,CA,Blink Network,3,11,0,11,1653,7916
2019-10-01 00:00:00+00,CA,eVgo Network,6,23,22,1,1682,8021
2019-10-01 00:00:00+00,CA,Tesla Destination,6,25,0,25,1682,8021
2019-10-01 00:00:00+00,CA,EV Connect,4,10,3,7,1682,8021
2019-10-01 00:00:00+00,CA,ChargePoint Network,2,4,0,4,1682,8021
2019-10-01 00:00:00+00,CA,Tesla,1,12,12,0,1682,8021
2019-10-01 00:00:00+00,CA,Electrify America,6,23,21,2,1682,8021
2019-10-01 00:00:00+00,CA,Blink Network,3,7,0,7,1682,8021
2019-10-01 00:00:00+00,CA,Non-Networked,1,1,0,1,1682,8021
2019-11-01 00:00:00+00,CA,Electrify America,8,35,31,4,1714,8234
2019-11-01 00:00:00+00,CA,Tesla,6,106,106,0,1714,8234
2019-11-01 00:00:00+00,CA,Non-Networked,8,21,2,19,1714,8234
2019-11-01 00:00:00+00,CA,eVgo Network,4,11,10,1,1714,8234
2019-11-01 00:00:00+00,CA,EVCS,2,12,6,6,1714,8234
2019-11-01 00:00:00+00,CA,Blink Network,4,28,0,28,1714,8234
2019-12-01 00:00:00+00,CA,ChargePoint Network,5,12,0,12,1745,8393
2019-12-01 00:00:00+00,CA,Electrify America,14,62,52,10,1745,8393
2019-12-01 00:00:00+00,CA,eVgo Network,2,8,8,0,1745,8393
2019-12-01 00:00:00+00,CA,Non-Networked,5,8,1,7,1745,8393
2019-12-01 00:00:00+00,CA,Blink Network,4,57,0,57,1745,8393
2020-01-01 00:00:00+00,CA,Non-Networked,1,1,0,1,1838,8690
2020-01-01 00:00:00+00,CA,Electrify America,13,64,59,5,1838,8690
2020-01-01 00:00:00+00,CA,POWERFLEX,1,16,0,16,1838,8690
2020-01-01 00:00:00+00,CA,EVCS,2,14,10,4,1838,8690
2020-01-01 00:00:00+00,CA,ChargePoint Network,7,11,1,10,1838,8690
2020-01-01 00:00:00+00,CA,FLO,58,58,0,58,1838,8690
2020-01-01 00:00:00+00,CA,Blink Network,4,13,0,13,1838,8690
2020-01-01 00:00:00+00,CA,Tesla,7,120,120,0,1838,8690
2020-02-01 00:00:00+00,CA,EVCS,2,20,16,4,1894,8938
2020-02-01 00:00:00+00,CA,POWERFLEX,3,36,0,36,1894,8938
2020-02-01 00:00:00+00,CA,eVgo Network,2,8,8,0,1894,8938
2020-02-01 00:00:00+00,CA,Electrify America,11,50,47,3,1894,8938
2020-02-01 00:00:00+00,CA,ChargePoint Network,18,33,1,32,1894,8938
2020-02-01 00:00:00+00,CA,FLO,12,12,0,12,1894,8938
2020-02-01 00:00:00+00,CA,Tesla,4,72,72,0,1894,8938
2020-02-01 00:00:00+00,CA,Blink Network,4,17,0,17,1894,8938
2020-03-01 00:00:00+00,CA,Blink Network,4,12,0,12,1964,9161
2020-03-01 00:00:00+00,CA,Electrify America,5,23,23,0,1964,9161
2020-03-01 00:00:00+00,CA,FLO,16,16,0,16,1964,9161
2020-03-01 00:00:00+00,CA,ChargePoint Network,32,55,1,54,1964,9161
2020-03-01 00:00:00+00,CA,EVCS,6,47,37,10,1964,9161
2020-03-01 00:00:00+00,CA,eVgo Network,2,8,6,2,1964,9161
2020-03-01 00:00:00+00,CA,Non-Networked,3,48,0,48,1964,9161
2020-03-01 00:00:00+00,CA,Tesla,1,10,10,0,1964,9161
2020-03-01 00:00:00+00,CA,EVGATEWAY,1,4,0,4,1964,9161
2020-04-01 00:00:00+00,CA,Electrify America,4,23,23,0,2009,9384
2020-04-01 00:00:00+00,CA,Tesla,2,32,32,0,2009,9384
2020-04-01 00:00:00+00,CA,EVGATEWAY,2,5,0,5,2009,9384
2020-04-01 00:00:00+00,CA,Non-Networked,13,54,2,44,2009,9384
2020-04-01 00:00:00+00,CA,Blink Network,2,12,0,12,2009,9384
2020-04-01 00:00:00+00,CA,ChargePoint Network,13,23,1,22,2009,9384
2020-04-01 00:00:00+00,CA,eVgo Network,1,2,2,0,2009,9384
2020-04-01 00:00:00+00,CA,POWERFLEX,2,66,0,66,2009,9384
2020-04-01 00:00:00+00,CA,FLO,6,6,0,6,2009,9384
2020-05-01 00:00:00+00,CA,ChargePoint Network,21,37,1,36,2053,9514
2020-05-01 00:00:00+00,CA,Tesla,3,40,40,0,2053,9514
2020-05-01 00:00:00+00,CA,FLO,13,13,0,13,2053,9514
2020-05-01 00:00:00+00,CA,eVgo Network,1,6,6,0,2053,9514
2020-05-01 00:00:00+00,CA,Non-Networked,3,15,4,11,2053,9514
2020-05-01 00:00:00+00,CA,POWERFLEX,1,3,0,3,2053,9514
2020-05-01 00:00:00+00,CA,Electrify America,1,10,10,0,2053,9514
2020-05-01 00:00:00+00,CA,Blink Network,1,6,0,6,2053,9514
2020-06-01 00:00:00+00,CA,EVCS,1,2,2,0,3472,12185
2020-06-01 00:00:00+00,CA,Non-Networked,4,6,1,5,3472,12185
2020-06-01 00:00:00+00,CA,eVgo Network,1,1,1,0,3472,12185
2020-06-01 00:00:00+00,CA,POWERFLEX,1,2,0,2,3472,12185
2020-06-01 00:00:00+00,CA,Electrify America,3,11,10,1,3472,12185
2020-06-01 00:00:00+00,CA,ChargePoint Network,1388,2520,39,2481,3472,12185
2020-06-01 00:00:00+00,CA,Blink Network,4,10,0,10,3472,12185
2020-06-01 00:00:00+00,CA,FLO,2,2,0,2,3472,12185
2020-06-01 00:00:00+00,CA,EVGATEWAY,2,12,0,12,3472,12185
2020-06-01 00:00:00+00,CA,EV Connect,10,57,2,55,3472,12185
2020-06-01 00:00:00+00,CA,Tesla,3,48,48,0,3472,12185
2020-07-01 00:00:00+00,CA,EV Connect,1,2,0,2,3525,12362
2020-07-01 00:00:00+00,CA,Tesla,5,78,78,0,3525,12362
2020-07-01 00:00:00+00,CA,Non-Networked,2,3,0,3,3525,12362
2020-07-01 00:00:00+00,CA,Electrify America,3,12,12,0,3525,12362
2020-07-01 00:00:00+00,CA,Blink Network,5,18,0,18,3525,12362
2020-07-01 00:00:00+00,CA,ChargePoint Network,37,64,3,61,3525,12362
2020-08-01 00:00:00+00,CA,EV Connect,1,2,0,2,3584,12647
2020-08-01 00:00:00+00,CA,ChargePoint Network,26,42,5,37,3584,12647
2020-08-01 00:00:00+00,CA,Non-Networked,4,15,0,15,3584,12647
2020-08-01 00:00:00+00,CA,Electrify America,8,42,41,1,3584,12647
2020-08-01 00:00:00+00,CA,POWERFLEX,3,30,4,26,3584,12647
2020-08-01 00:00:00+00,CA,Blink Network,4,16,0,16,3584,12647
2020-08-01 00:00:00+00,CA,Tesla,7,116,116,0,3584,12647
2020-08-01 00:00:00+00,CA,FLO,4,4,0,4,3584,12647
2020-08-01 00:00:00+00,CA,OpConnect,2,18,0,18,3584,12647
2020-09-01 00:00:00+00,CA,Electrify America,4,16,15,1,3646,12897
2020-09-01 00:00:00+00,CA,Blink Network,5,9,0,9,3646,12897
2020-09-01 00:00:00+00,CA,POWERFLEX,1,22,4,18,3646,12897
2020-09-01 00:00:00+00,CA,Non-Networked,4,6,0,6,3646,12897
2020-09-01 00:00:00+00,CA,Tesla,6,92,92,0,3646,12897
2020-09-01 00:00:00+00,CA,EV Connect,2,8,0,8,3646,12897
2020-09-01 00:00:00+00,CA,FLO,2,2,0,2,3646,12897
2020-09-01 00:00:00+00,CA,EVGATEWAY,1,29,0,29,3646,12897
2020-09-01 00:00:00+00,CA,ChargePoint Network,37,66,1,65,3646,12897
2020-10-01 00:00:00+00,CA,EV Connect,1,3,1,2,3772,14136
2020-10-01 00:00:00+00,CA,Electrify America,5,20,18,2,3772,14136
2020-10-01 00:00:00+00,CA,EVGATEWAY,1,30,0,30,3772,14136
2020-10-01 00:00:00+00,CA,Tesla,3,48,48,0,3772,14136
2020-10-01 00:00:00+00,CA,LOOP,81,1043,0,1043,3772,14136
2020-10-01 00:00:00+00,CA,Blink Network,5,30,0,30,3772,14136
2020-10-01 00:00:00+00,CA,Tesla Destination,1,2,0,2,3772,14136
2020-10-01 00:00:00+00,CA,eVgo Network,1,2,2,0,3772,14136
2020-10-01 00:00:00+00,CA,Non-Networked,6,25,0,25,3772,14136
2020-10-01 00:00:00+00,CA,ChargePoint Network,22,36,1,35,3772,14136
2020-11-01 00:00:00+00,CA,LOOP,17,255,0,255,3859,14938
2020-11-01 00:00:00+00,CA,Tesla Destination,6,23,0,23,3859,14938
2020-11-01 00:00:00+00,CA,ChargePoint Network,24,41,5,36,3859,14938
2020-11-01 00:00:00+00,CA,eVgo Network,1,2,2,0,3859,14938
2020-11-01 00:00:00+00,CA,Non-Networked,12,150,18,132,3859,14938
2020-11-01 00:00:00+00,CA,POWERFLEX,1,1,0,1,3859,14938
2020-11-01 00:00:00+00,CA,Electrify America,7,27,25,2,3859,14938
2020-11-01 00:00:00+00,CA,Blink Network,3,25,0,25,3859,14938
2020-11-01 00:00:00+00,CA,Tesla,16,278,278,0,3859,14938
2020-12-01 00:00:00+00,CA,Non-Networked,3,4,1,3,3962,15561
2020-12-01 00:00:00+00,CA,eVgo Network,2,5,5,0,3962,15561
2020-12-01 00:00:00+00,CA,ChargePoint Network,40,75,3,72,3962,15561
2020-12-01 00:00:00+00,CA,Tesla,5,98,98,0,3962,15561
2020-12-01 00:00:00+00,CA,EVCS,1,3,3,0,3962,15561
2020-12-01 00:00:00+00,CA,POWERFLEX,5,196,0,196,3962,15561
2020-12-01 00:00:00+00,CA,Blink Network,6,32,0,32,3962,15561
2020-12-01 00:00:00+00,CA,FLO,1,1,0,1,3962,15561
2020-12-01 00:00:00+00,CA,Electrify America,24,101,92,9,3962,15561
2020-12-01 00:00:00+00,CA,LOOP,16,108,0,108,3962,15561
2021-01-01 00:00:00+00,CA,EV Connect,4,19,1,18,7391,21943
2021-01-01 00:00:00+00,CA,eVgo Network,2,4,3,1,7391,21943
2021-01-01 00:00:00+00,CA,LOOP,2,42,0,42,7391,21943
2021-01-01 00:00:00+00,CA,Non-Networked,7,41,1,40,7391,21943
2021-01-01 00:00:00+00,CA,Tesla,4,92,92,0,7391,21943
2021-01-01 00:00:00+00,CA,POWERFLEX,4,61,0,61,7391,21943
2021-01-01 00:00:00+00,CA,ChargePoint Network,3399,6093,109,5984,7391,21943
2021-01-01 00:00:00+00,CA,FLO,1,6,0,6,7391,21943
2021-01-01 00:00:00+00,CA,Electrify America,6,24,24,0,7391,21943
2021-02-01 00:00:00+00,CA,Blink Network,2,12,0,12,7493,22199
2021-02-01 00:00:00+00,CA,eVgo Network,2,4,4,0,7493,22199
2021-02-01 00:00:00+00,CA,EVGATEWAY,1,4,0,4,7493,22199
2021-02-01 00:00:00+00,CA,ChargePoint Network,72,118,13,105,7493,22199
2021-02-01 00:00:00+00,CA,Tesla Destination,1,3,0,3,7493,22199
2021-02-01 00:00:00+00,CA,Electrify America,9,36,34,2,7493,22199
2021-02-01 00:00:00+00,CA,Non-Networked,8,20,16,4,7493,22199
2021-02-01 00:00:00+00,CA,LOOP,5,36,0,36,7493,22199
2021-02-01 00:00:00+00,CA,POWERFLEX,1,22,0,22,7493,22199
2021-02-01 00:00:00+00,CA,FLO,1,1,0,1,7493,22199
2021-03-01 00:00:00+00,CA,Electrify America,5,19,17,2,7571,22521
2021-03-01 00:00:00+00,CA,FLO,1,1,0,1,7571,22521
2021-03-01 00:00:00+00,CA,ChargePoint Network,49,85,5,80,7571,22521
2021-03-01 00:00:00+00,CA,LOOP,10,131,0,131,7571,22521
2021-03-01 00:00:00+00,CA,eVgo Network,2,6,6,0,7571,22521
2021-03-01 00:00:00+00,CA,Non-Networked,4,8,6,2,7571,22521
2021-03-01 00:00:00+00,CA,Tesla,6,68,68,0,7571,22521
2021-03-01 00:00:00+00,CA,EV Connect,1,4,0,4,7571,22521
2021-04-01 00:00:00+00,CA,Non-Networked,1,2,2,0,7695,22875
2021-04-01 00:00:00+00,CA,Electrify America,5,22,22,0,7695,22875
2021-04-01 00:00:00+00,CA,LOOP,8,87,0,87,7695,22875
2021-04-01 00:00:00+00,CA,EVCS,1,14,4,10,7695,22875
2021-04-01 00:00:00+00,CA,SHELL_RECHARGE,1,1,1,0,7695,22875
2021-04-01 00:00:00+00,CA,eVgo Network,2,8,8,0,7695,22875
2021-04-01 00:00:00+00,CA,ChargePoint Network,98,163,2,161,7695,22875
2021-04-01 00:00:00+00,CA,Blink Network,4,11,0,11,7695,22875
2021-04-01 00:00:00+00,CA,AMPUP,1,2,0,2,7695,22875
2021-04-01 00:00:00+00,CA,Tesla,3,44,44,0,7695,22875
2021-05-01 00:00:00+00,CA,ChargePoint Network,80,139,5,134,7816,23294
2021-05-01 00:00:00+00,CA,Tesla,8,110,110,0,7816,23294
2021-05-01 00:00:00+00,CA,eVgo Network,1,2,2,0,7816,23294
2021-05-01 00:00:00+00,CA,LOOP,3,31,0,31,7816,23294
2021-05-01 00:00:00+00,CA,POWERFLEX,1,2,0,2,7816,23294
2021-05-01 00:00:00+00,CA,Blink Network,5,31,2,29,7816,23294
2021-05-01 00:00:00+00,CA,Electrify America,23,104,100,4,7816,23294
2021-06-01 00:00:00+00,CA,EVGATEWAY,1,8,0,8,7912,23666
2021-06-01 00:00:00+00,CA,Tesla,6,100,100,0,7912,23666
2021-06-01 00:00:00+00,CA,POWERFLEX,4,61,8,53,7912,23666
2021-06-01 00:00:00+00,CA,LOOP,6,36,0,36,7912,23666
2021-06-01 00:00:00+00,CA,Electrify America,6,25,25,0,7912,23666
2021-06-01 00:00:00+00,CA,eVgo Network,1,5,5,0,7912,23666
2021-06-01 00:00:00+00,CA,Tesla Destination,3,10,0,10,7912,23666
2021-06-01 00:00:00+00,CA,Blink Network,3,8,2,6,7912,23666
2021-06-01 00:00:00+00,CA,Non-Networked,2,6,3,3,7912,23666
2021-06-01 00:00:00+00,CA,ChargePoint Network,64,113,4,109,7912,23666
2021-07-01 00:00:00+00,CA,Blink Network,4,18,0,18,8037,24003
2021-07-01 00:00:00+00,CA,LOOP,6,22,0,22,8037,24003
2021-07-01 00:00:00+00,CA,FLO,2,2,0,2,8037,24003
2021-07-01 00:00:00+00,CA,Non-Networked,1,4,0,4,8037,24003
2021-07-01 00:00:00+00,CA,Electrify America,4,15,15,0,8037,24003
2021-07-01 00:00:00+00,CA,ChargePoint Network,100,180,4,176,8037,24003
2021-07-01 00:00:00+00,CA,Tesla,5,80,80,0,8037,24003
2021-07-01 00:00:00+00,CA,eVgo Network,3,16,16,0,8037,24003
2021-08-01 00:00:00+00,CA,LOOP,7,130,0,130,8170,24591
2021-08-01 00:00:00+00,CA,Electrify America,4,16,16,0,8170,24591
2021-08-01 00:00:00+00,CA,POWERFLEX,5,104,8,96,8170,24591
2021-08-01 00:00:00+00,CA,eVgo Network,1,4,4,0,8170,24591
2021-08-01 00:00:00+00,CA,ChargePoint Network,103,191,1,190,8170,24591
2021-08-01 00:00:00+00,CA,Blink Network,2,11,0,11,8170,24591
2021-08-01 00:00:00+00,CA,Tesla,4,64,64,0,8170,24591
2021-08-01 00:00:00+00,CA,EV Connect,2,15,4,11,8170,24591
2021-08-01 00:00:00+00,CA,Non-Networked,4,41,0,12,8170,24591
2021-08-01 00:00:00+00,CA,EVGATEWAY,1,12,0,12,8170,24591
2021-09-01 00:00:00+00,CA,Non-Networked,4,7,7,0,8337,25129
2021-09-01 00:00:00+00,CA,Blink Network,14,43,0,43,8337,25129
2021-09-01 00:00:00+00,CA,LOOP,6,107,0,107,8337,25129
2021-09-01 00:00:00+00,CA,ChargePoint Network,136,245,6,239,8337,25129
2021-09-01 00:00:00+00,CA,Tesla,7,136,136,0,8337,25129
